day,month,date,year,time_range,date_id,wind,desc,temp,baro,hum,hour
Sunday,August,22,2021,12:00 pm — 6:00 pm,1629633600000.0,12.428,Broken clouds.,21.999999999999996,30.11,65,12
Sunday,August,22,2021,6:00 pm — 12:00 am,1629655200000.0,5.593,Partly sunny.,18.000000000000004,30.19,89,6
Monday,August,23,2021,12:00 am — 6:00 am,1629676800000.0,8.078,Passing clouds.,17.0,30.28,89,12
Monday,August,23,2021,6:00 am — 12:00 pm,1629698400000.0,8.7,Broken clouds.,18.000000000000004,30.35,79,6
Monday,August,23,2021,12:00 pm — 6:00 pm,1629720000000.0,8.7,Passing clouds.,21.0,30.36,59,12
Monday,August,23,2021,6:00 pm — 12:00 am,1629741600000.0,8.7,Clear.,20.0,30.38,66,6
Tuesday,August,24,2021,12:00 am — 6:00 am,1629763200000.0,8.078,Low clouds.,15.0,30.41,88,12
Tuesday,August,24,2021,6:00 am — 12:00 pm,1629784800000.0,10.564,Passing clouds.,19.0,30.42,80,6
Tuesday,August,24,2021,12:00 pm — 6:00 pm,1629806400000.0,11.807,Sunny.,23.000000000000004,30.37,47,12
Tuesday,August,24,2021,6:00 pm — 12:00 am,1629828000000.0,9.943,Passing clouds.,21.999999999999996,30.37,61,6
Wednesday,August,25,2021,12:00 am — 6:00 am,1629849600000.0,6.836,Cool.,15.0,30.35,86,12
Wednesday,August,25,2021,6:00 am — 12:00 pm,1629871200000.0,8.078,Scattered clouds.,19.0,30.32,77,6
Wednesday,August,25,2021,12:00 pm — 6:00 pm,1629892800000.0,11.185,Passing clouds.,21.0,30.24,57,12
Wednesday,August,25,2021,6:00 pm — 12:00 am,1629914400000.0,9.943,Passing clouds.,19.0,30.21,70,6
Thursday,August,26,2021,12:00 am — 6:00 am,1629936000000.0,8.7,Overcast.,17.0,30.17,79,12
Thursday,August,26,2021,6:00 am — 12:00 pm,1629957600000.0,12.428,Partly sunny.,17.0,30.17,70,6
Thursday,August,26,2021,12:00 pm — 6:00 pm,1629979200000.0,12.428,Partly sunny.,18.000000000000004,30.17,58,12
Thursday,August,26,2021,6:00 pm — 12:00 am,1630000800000.0,9.943,Partly sunny.,18.000000000000004,30.17,60,6
Friday,August,27,2021,12:00 am — 6:00 am,1630022400000.0,7.457,Passing clouds.,15.0,30.19,79,12
Friday,August,27,2021,6:00 am — 12:00 pm,1630044000000.0,9.943,Scattered clouds.,18.000000000000004,30.21,74,6
Friday,August,27,2021,12:00 pm — 6:00 pm,1630065600000.0,11.185,Partly sunny.,19.0,30.21,58,12
Friday,August,27,2021,6:00 pm — 12:00 am,1630087200000.0,6.836,Clear.,17.0,30.24,72,6
Saturday,August,28,2021,12:00 am — 6:00 am,1630108800000.0,6.214,Low clouds.,13.0,30.27,91,12
Saturday,August,28,2021,6:00 am — 12:00 pm,1630130400000.0,10.564,Partly sunny.,19.0,30.3,80,6
Saturday,August,28,2021,12:00 pm — 6:00 pm,1630152000000.0,12.428,Partly sunny.,20.0,30.28,61,12
Saturday,August,28,2021,6:00 pm — 12:00 am,1630173600000.0,6.214,Cool.,19.0,30.29,72,6
Sunday,August,29,2021,12:00 am — 6:00 am,1630195200000.0,1.864,Passing clouds.,10.999999999999998,30.29,92,12
Sunday,August,29,2021,6:00 am — 12:00 pm,1630216800000.0,4.971,Partly sunny.,18.000000000000004,30.27,80,6
Sunday,August,29,2021,12:00 pm — 6:00 pm,1630238400000.0,11.185,Partly sunny.,18.000000000000004,30.26,59,12
Sunday,August,29,2021,6:00 pm — 12:00 am,1630260000000.0,11.185,Partly sunny.,18.000000000000004,30.26,65,6
Monday,August,30,2021,12:00 am — 6:00 am,1630281600000.0,9.943,Overcast.,15.0,30.27,82,12
Monday,August,30,2021,6:00 am — 12:00 pm,1630303200000.0,12.428,More clouds than sun.,16.0,30.29,82,6
Monday,August,30,2021,12:00 pm — 6:00 pm,1630324800000.0,11.185,More clouds than sun.,17.0,30.3,77,12
Monday,August,30,2021,6:00 pm — 12:00 am,1630346400000.0,9.943,Overcast.,17.0,30.32,70,6
Tuesday,August,31,2021,12:00 am — 6:00 am,1630368000000.0,9.321,Passing clouds.,14.000000000000002,30.35,86,12
Tuesday,August,31,2021,6:00 am — 12:00 pm,1630389600000.0,10.564,More clouds than sun.,16.0,30.39,84,6
Tuesday,August,31,2021,12:00 pm — 6:00 pm,1630411200000.0,11.807,Partly sunny.,19.0,30.41,68,12
Tuesday,August,31,2021,6:00 pm — 12:00 am,1630432800000.0,10.564,Overcast.,17.0,30.43,76,6
Wednesday,September,1,2021,12:00 am — 6:00 am,1630454400000.0,7.457,Overcast.,15.0,30.45,82,12
Wednesday,September,1,2021,6:00 am — 12:00 pm,1630476000000.0,10.564,Broken clouds.,17.0,30.45,77,6
Wednesday,September,1,2021,12:00 pm — 6:00 pm,1630497600000.0,11.185,More clouds than sun.,18.000000000000004,30.43,68,12
Wednesday,September,1,2021,6:00 pm — 12:00 am,1630519200000.0,12.428,Overcast.,18.000000000000004,30.41,72,6
Thursday,September,2,2021,12:00 am — 6:00 am,1630540800000.0,8.7,Overcast.,15.0,30.39,80,12
Thursday,September,2,2021,6:00 am — 12:00 pm,1630562400000.0,11.807,Partly sunny.,18.000000000000004,30.38,77,6
Thursday,September,2,2021,12:00 pm — 6:00 pm,1630584000000.0,14.914,Scattered clouds.,20.0,30.32,59,12
Thursday,September,2,2021,6:00 pm — 12:00 am,1630605600000.0,10.564,Passing clouds.,19.0,30.27,65,6
Friday,September,3,2021,12:00 am — 6:00 am,1630627200000.0,6.836,Passing clouds.,16.0,30.22,79,12
Friday,September,3,2021,6:00 am — 12:00 pm,1630648800000.0,8.7,Partly sunny.,19.0,30.18,72,6
Friday,September,3,2021,12:00 pm — 6:00 pm,1630670400000.0,8.078,Broken clouds.,21.0,30.13,62,12
Friday,September,3,2021,6:00 pm — 12:00 am,1630692000000.0,8.7,Passing clouds.,21.0,30.11,74,6
Saturday,September,4,2021,12:00 am — 6:00 am,1630713600000.0,7.457,Passing clouds.,15.0,30.09,80,12
Saturday,September,4,2021,6:00 am — 12:00 pm,1630735200000.0,9.321,Broken clouds.,19.0,30.09,78,6
Saturday,September,4,2021,12:00 pm — 6:00 pm,1630756800000.0,9.943,Partly sunny.,19.0,30.07,75,12
Saturday,September,4,2021,6:00 pm — 12:00 am,1630778400000.0,8.7,Clear.,19.0,30.08,76,6
Sunday,September,5,2021,12:00 am — 6:00 am,1630800000000.0,4.35,Passing clouds.,14.000000000000002,30.09,91,12
Sunday,September,5,2021,6:00 am — 12:00 pm,1630821600000.0,4.971,Partly sunny.,21.999999999999996,30.13,86,6
Sunday,September,5,2021,12:00 pm — 6:00 pm,1630843200000.0,5.593,Passing clouds.,26.0,30.12,56,12
Sunday,September,5,2021,6:00 pm — 12:00 am,1630864800000.0,6.214,Clear.,25.0,30.16,68,6
Monday,September,6,2021,12:00 am — 6:00 am,1630886400000.0,1.864,Fog.,16.0,30.19,92,12
Monday,September,6,2021,6:00 am — 12:00 pm,1630908000000.0,1.864,Partly sunny.,24.0,30.22,80,6
Monday,September,6,2021,12:00 pm — 6:00 pm,1630929600000.0,3.107,Sunny.,28.000000000000004,30.2,48,12
Monday,September,6,2021,6:00 pm — 12:00 am,1630951200000.0,1.243,Clear.,26.999999999999996,30.2,67,6
Tuesday,September,7,2021,12:00 am — 6:00 am,1630972800000.0,1.243,Fog.,16.0,30.19,94,12
Tuesday,September,7,2021,6:00 am — 12:00 pm,1630994400000.0,3.107,Sunny.,28.000000000000004,30.18,73,6
Tuesday,September,7,2021,12:00 pm — 6:00 pm,1631016000000.0,9.321,Sunny.,30.0,30.11,41,12
Tuesday,September,7,2021,6:00 pm — 12:00 am,1631037600000.0,8.7,Clear.,28.000000000000004,30.07,47,6
Wednesday,September,8,2021,12:00 am — 6:00 am,1631059200000.0,4.971,Haze.,18.000000000000004,30.01,81,12
Wednesday,September,8,2021,6:00 am — 12:00 pm,1631080800000.0,9.321,Haze.,28.000000000000004,29.94,65,6
Wednesday,September,8,2021,12:00 pm — 6:00 pm,1631102400000.0,12.428,Sunny.,30.0,29.84,36,12
Wednesday,September,8,2021,6:00 pm — 12:00 am,1631124000000.0,5.593,Sunny.,26.0,29.8,67,6
Thursday,September,9,2021,12:00 am — 6:00 am,1631145600000.0,3.728,Fog.,18.000000000000004,29.78,95,12
Thursday,September,9,2021,6:00 am — 12:00 pm,1631167200000.0,5.593,Low clouds.,20.0,29.78,89,6
Thursday,September,9,2021,12:00 pm — 6:00 pm,1631188800000.0,10.564,Broken clouds.,21.999999999999996,29.75,79,12
Thursday,September,9,2021,6:00 pm — 12:00 am,1631210400000.0,8.7,Passing clouds.,20.0,29.76,80,6
Friday,September,10,2021,12:00 am — 6:00 am,1631232000000.0,4.971,Passing clouds.,17.0,29.79,92,12
Friday,September,10,2021,6:00 am — 12:00 pm,1631253600000.0,6.836,Partly sunny.,19.0,29.81,90,6
Friday,September,10,2021,12:00 pm — 6:00 pm,1631275200000.0,9.943,Partly sunny.,21.999999999999996,29.84,78,12
Friday,September,10,2021,6:00 pm — 12:00 am,1631296800000.0,8.078,Partly sunny.,19.0,29.9,89,6
Saturday,September,11,2021,12:00 am — 6:00 am,1631318400000.0,6.836,Partly cloudy.,18.000000000000004,29.95,89,12
Saturday,September,11,2021,6:00 am — 12:00 pm,1631340000000.0,9.321,Partly sunny.,21.0,30.01,82,6
Saturday,September,11,2021,12:00 pm — 6:00 pm,1631361600000.0,11.185,Partly sunny.,23.000000000000004,30.01,55,12
Saturday,September,11,2021,6:00 pm — 12:00 am,1631383200000.0,8.078,Clear.,20.0,30.04,66,6
Sunday,September,12,2021,12:00 am — 6:00 am,1631404800000.0,3.728,Passing clouds.,13.0,30.07,89,12
Sunday,September,12,2021,6:00 am — 12:00 pm,1631426400000.0,2.486,Partly sunny.,20.0,30.09,80,6
Sunday,September,12,2021,12:00 pm — 6:00 pm,1631448000000.0,5.593,Partly sunny.,21.0,30.08,57,12
Sunday,September,12,2021,6:00 pm — 12:00 am,1631469600000.0,5.593,Clear.,20.0,30.08,69,6
Monday,September,13,2021,12:00 am — 6:00 am,1631491200000.0,7.457,Partly cloudy.,16.0,30.08,86,12
Monday,September,13,2021,6:00 am — 12:00 pm,1631512800000.0,8.078,Broken clouds.,19.0,30.08,80,6
Monday,September,13,2021,12:00 pm — 6:00 pm,1631534400000.0,12.428,Partly sunny.,21.0,30.03,54,12
Monday,September,13,2021,6:00 pm — 12:00 am,1631556000000.0,9.321,Passing clouds.,19.0,29.99,72,6
Tuesday,September,14,2021,12:00 am — 6:00 am,1631577600000.0,6.836,Passing clouds.,16.0,29.91,86,12
Tuesday,September,14,2021,6:00 am — 12:00 pm,1631599200000.0,7.457,Rain. Partly sunny.,17.0,29.86,95,6
Tuesday,September,14,2021,12:00 pm — 6:00 pm,1631620800000.0,3.107,Partly sunny.,20.0,29.84,85,12
Tuesday,September,14,2021,6:00 pm — 12:00 am,1631642400000.0,4.35,Haze.,19.0,29.86,88,6
Wednesday,September,15,2021,12:00 am — 6:00 am,1631664000000.0,5.593,Passing clouds.,16.0,29.88,93,12
Wednesday,September,15,2021,6:00 am — 12:00 pm,1631685600000.0,4.971,Partly sunny.,18.000000000000004,29.94,86,6
Wednesday,September,15,2021,12:00 pm — 6:00 pm,1631707200000.0,7.457,Passing clouds.,21.0,29.96,61,12
Wednesday,September,15,2021,6:00 pm — 12:00 am,1631728800000.0,3.728,Passing clouds.,20.0,30.0,78,6
Thursday,September,16,2021,12:00 am — 6:00 am,1631750400000.0,0.621,Passing clouds.,10.999999999999998,30.04,95,12
Thursday,September,16,2021,6:00 am — 12:00 pm,1631772000000.0,4.35,Fog.,20.0,30.07,88,6
Thursday,September,16,2021,12:00 pm — 6:00 pm,1631793600000.0,7.457,Scattered clouds.,23.000000000000004,30.03,58,12
Thursday,September,16,2021,6:00 pm — 12:00 am,1631815200000.0,4.971,Clear.,21.0,30.03,78,6
Friday,September,17,2021,12:00 am — 6:00 am,1631836800000.0,3.728,Fog.,14.000000000000002,30.0,96,12
Friday,September,17,2021,6:00 am — 12:00 pm,1631858400000.0,6.214,Partly sunny.,20.0,29.98,80,6
Friday,September,17,2021,12:00 pm — 6:00 pm,1631880000000.0,7.457,Partly sunny.,21.999999999999996,29.92,57,12
Friday,September,17,2021,6:00 pm — 12:00 am,1631901600000.0,3.728,Clear.,20.0,29.92,75,6
Saturday,September,18,2021,12:00 am — 6:00 am,1631923200000.0,1.243,Fog.,13.0,29.95,94,12
Saturday,September,18,2021,6:00 am — 12:00 pm,1631944800000.0,4.35,Broken clouds.,23.000000000000004,29.95,82,6
Saturday,September,18,2021,12:00 pm — 6:00 pm,1631966400000.0,9.321,Partly sunny.,25.0,29.93,50,12
Saturday,September,18,2021,6:00 pm — 12:00 am,1631988000000.0,4.971,Clear.,21.0,29.92,63,6
Sunday,September,19,2021,12:00 am — 6:00 am,1632009600000.0,2.486,Fog.,15.0,29.9,90,12
Sunday,September,19,2021,6:00 am — 12:00 pm,1632031200000.0,6.214,Partly sunny.,18.000000000000004,29.93,87,6
Sunday,September,19,2021,12:00 pm — 6:00 pm,1632052800000.0,5.593,Partly sunny.,18.000000000000004,29.97,85,12
Sunday,September,19,2021,6:00 pm — 12:00 am,1632074400000.0,4.35,Clear.,17.0,30.02,85,6
Monday,September,20,2021,12:00 am — 6:00 am,1632096000000.0,5.593,Passing clouds.,13.0,30.09,88,12
Monday,September,20,2021,6:00 am — 12:00 pm,1632117600000.0,9.321,Partly sunny.,17.0,30.17,82,6
Monday,September,20,2021,12:00 pm — 6:00 pm,1632139200000.0,10.564,Broken clouds.,19.0,30.23,67,12
Monday,September,20,2021,6:00 pm — 12:00 am,1632160800000.0,4.35,Clear.,19.0,30.31,78,6
Tuesday,September,21,2021,12:00 am — 6:00 am,1632182400000.0,1.864,Fog.,13.0,30.38,93,12
Tuesday,September,21,2021,6:00 am — 12:00 pm,1632204000000.0,2.486,Scattered clouds.,19.0,30.44,82,6
Tuesday,September,21,2021,12:00 pm — 6:00 pm,1632225600000.0,4.35,Scattered clouds.,21.999999999999996,30.41,53,12
Tuesday,September,21,2021,6:00 pm — 12:00 am,1632247200000.0,3.107,Clear.,20.0,30.42,77,6
Wednesday,September,22,2021,12:00 am — 6:00 am,1632268800000.0,0.621,Cool.,10.999999999999998,30.4,96,12
Wednesday,September,22,2021,6:00 am — 12:00 pm,1632290400000.0,3.107,Fog.,20.0,30.38,85,6
Wednesday,September,22,2021,12:00 pm — 6:00 pm,1632312000000.0,11.185,Passing clouds.,21.999999999999996,30.3,55,12
Wednesday,September,22,2021,6:00 pm — 12:00 am,1632333600000.0,6.214,Clear.,20.0,30.24,74,6
Thursday,September,23,2021,12:00 am — 6:00 am,1632355200000.0,5.593,Cool.,13.0,30.18,89,12
Thursday,September,23,2021,6:00 am — 12:00 pm,1632376800000.0,9.321,Broken clouds.,20.0,30.12,82,6
Thursday,September,23,2021,12:00 pm — 6:00 pm,1632398400000.0,11.807,Broken clouds.,21.0,30.08,71,12
Thursday,September,23,2021,6:00 pm — 12:00 am,1632420000000.0,6.214,Passing clouds.,19.0,30.07,85,6
Friday,September,24,2021,12:00 am — 6:00 am,1632441600000.0,5.593,Fog.,14.000000000000002,30.05,96,12
Friday,September,24,2021,6:00 am — 12:00 pm,1632463200000.0,8.7,Passing clouds.,18.000000000000004,30.01,81,6
Friday,September,24,2021,12:00 pm — 6:00 pm,1632484800000.0,9.321,Scattered clouds.,25.0,29.97,58,12
Friday,September,24,2021,6:00 pm — 12:00 am,1632506400000.0,7.457,Passing clouds.,21.999999999999996,29.97,78,6
Saturday,September,25,2021,12:00 am — 6:00 am,1632528000000.0,4.35,Low clouds.,17.0,29.97,91,12
Saturday,September,25,2021,6:00 am — 12:00 pm,1632549600000.0,4.35,Low clouds.,18.000000000000004,29.97,88,6
Saturday,September,25,2021,12:00 pm — 6:00 pm,1632571200000.0,2.486,Partly sunny.,18.000000000000004,29.94,83,12
Saturday,September,25,2021,6:00 pm — 12:00 am,1632592800000.0,1.864,Passing clouds.,17.0,29.9,92,6
Sunday,September,26,2021,12:00 am — 6:00 am,1632614400000.0,1.243,Fog.,13.0,29.87,96,12
Sunday,September,26,2021,6:00 am — 12:00 pm,1632636000000.0,5.593,Fog.,20.0,29.87,91,6
Sunday,September,26,2021,12:00 pm — 6:00 pm,1632657600000.0,11.185,Broken clouds.,23.000000000000004,29.86,65,12
Sunday,September,26,2021,6:00 pm — 12:00 am,1632679200000.0,8.078,Passing clouds.,18.000000000000004,29.87,80,6
Monday,September,27,2021,12:00 am — 6:00 am,1632700800000.0,11.185,Passing clouds.,17.0,29.76,88,12
Monday,September,27,2021,6:00 am — 12:00 pm,1632722400000.0,18.642,Partly sunny.,17.0,29.67,84,6
Monday,September,27,2021,12:00 pm — 6:00 pm,1632744000000.0,16.157,Passing clouds.,19.0,29.88,54,12
Monday,September,27,2021,6:00 pm — 12:00 am,1632765600000.0,8.078,Clear.,16.0,30.03,70,6
Tuesday,September,28,2021,12:00 am — 6:00 am,1632787200000.0,5.593,Passing clouds.,10.999999999999998,30.08,88,12
Tuesday,September,28,2021,6:00 am — 12:00 pm,1632808800000.0,8.078,Broken clouds.,17.0,30.06,80,6
Tuesday,September,28,2021,12:00 pm — 6:00 pm,1632830400000.0,16.778,Partly sunny.,18.000000000000004,29.95,76,12
Tuesday,September,28,2021,6:00 pm — 12:00 am,1632852000000.0,10.564,Rain. Passing clouds.,15.0,29.85,88,6
Wednesday,September,29,2021,12:00 am — 6:00 am,1632873600000.0,8.7,Passing clouds.,10.999999999999998,29.9,94,12
Wednesday,September,29,2021,6:00 am — 12:00 pm,1632895200000.0,11.807,Scattered clouds.,13.0,30.06,80,6
Wednesday,September,29,2021,12:00 pm — 6:00 pm,1632916800000.0,14.914,Passing clouds.,15.0,30.17,53,12
Wednesday,September,29,2021,6:00 pm — 12:00 am,1632938400000.0,4.971,Clear.,13.0,30.28,70,6
Thursday,September,30,2021,12:00 am — 6:00 am,1632960000000.0,2.486,Passing clouds.,8.0,30.28,87,12
Thursday,September,30,2021,6:00 am — 12:00 pm,1632981600000.0,8.7,Light rain. Partly sunny.,15.0,30.17,81,6
Thursday,September,30,2021,12:00 pm — 6:00 pm,1633003200000.0,16.157,Partly sunny.,16.0,30.06,78,12
Thursday,September,30,2021,6:00 pm — 12:00 am,1633024800000.0,13.671,Fog.,15.0,29.97,91,6
Friday,October,1,2021,12:00 am — 6:00 am,1633046400000.0,11.807,Passing clouds.,16.0,29.82,95,12
Friday,October,1,2021,6:00 am — 12:00 pm,1633068000000.0,11.185,Partly sunny.,16.0,29.78,89,6
Friday,October,1,2021,12:00 pm — 6:00 pm,1633089600000.0,14.293,Passing clouds.,18.000000000000004,29.8,57,12
Friday,October,1,2021,6:00 pm — 12:00 am,1633111200000.0,4.971,Clear.,14.000000000000002,29.87,71,6
Saturday,October,2,2021,12:00 am — 6:00 am,1633132800000.0,2.486,Passing clouds.,8.0,29.81,93,12
Saturday,October,2,2021,6:00 am — 12:00 pm,1633154400000.0,7.457,Light rain. Overcast.,13.0,29.62,85,6
Saturday,October,2,2021,12:00 pm — 6:00 pm,1633176000000.0,11.807,Drizzle. Broken clouds.,15.0,29.27,95,12
Saturday,October,2,2021,6:00 pm — 12:00 am,1633197600000.0,9.321,Partly cloudy.,15.0,29.12,93,6
Sunday,October,3,2021,12:00 am — 6:00 am,1633219200000.0,6.214,Overcast.,12.0,29.29,90,12
Sunday,October,3,2021,6:00 am — 12:00 pm,1633240800000.0,6.214,Sunny.,15.0,29.38,86,6
Sunday,October,3,2021,12:00 pm — 6:00 pm,1633262400000.0,16.778,Scattered clouds.,17.0,29.49,65,12
Sunday,October,3,2021,6:00 pm — 12:00 am,1633284000000.0,9.321,Passing clouds.,14.000000000000002,29.65,81,6
Monday,October,4,2021,12:00 am — 6:00 am,1633305600000.0,5.593,Passing clouds.,10.999999999999998,29.75,92,12
Monday,October,4,2021,6:00 am — 12:00 pm,1633327200000.0,9.943,Passing clouds.,15.0,29.78,84,6
Monday,October,4,2021,12:00 pm — 6:00 pm,1633348800000.0,12.428,Partly sunny.,16.0,29.78,72,12
Monday,October,4,2021,6:00 pm — 12:00 am,1633370400000.0,8.078,Clear.,13.0,29.72,90,6
Tuesday,October,5,2021,12:00 am — 6:00 am,1633392000000.0,11.807,Rain. Passing clouds.,14.000000000000002,29.5,92,12
Tuesday,October,5,2021,6:00 am — 12:00 pm,1633413600000.0,13.05,Scattered clouds.,13.0,29.5,86,6
Tuesday,October,5,2021,12:00 pm — 6:00 pm,1633435200000.0,16.778,Scattered clouds.,15.0,29.6,69,12
Tuesday,October,5,2021,6:00 pm — 12:00 am,1633456800000.0,15.535,Passing clouds.,14.000000000000002,29.75,73,6
Wednesday,October,6,2021,12:00 am — 6:00 am,1633478400000.0,14.293,Cool.,10.999999999999998,29.9,75,12
Wednesday,October,6,2021,6:00 am — 12:00 pm,1633500000000.0,15.535,Passing clouds.,15.0,30.05,71,6
Wednesday,October,6,2021,12:00 pm — 6:00 pm,1633521600000.0,11.807,Sunny.,17.0,30.14,54,12
Wednesday,October,6,2021,6:00 pm — 12:00 am,1633543200000.0,3.107,Clear.,15.0,30.22,75,6
Thursday,October,7,2021,12:00 am — 6:00 am,1633564800000.0,3.107,Passing clouds.,13.0,30.25,87,12
Thursday,October,7,2021,6:00 am — 12:00 pm,1633586400000.0,4.971,Low clouds.,17.0,30.28,92,6
Thursday,October,7,2021,12:00 pm — 6:00 pm,1633608000000.0,6.214,Partly sunny.,17.0,30.3,88,12
Thursday,October,7,2021,6:00 pm — 12:00 am,1633629600000.0,4.35,Fog.,17.0,30.33,97,6
Friday,October,8,2021,12:00 am — 6:00 am,1633651200000.0,3.728,Fog.,15.0,30.38,97,12
Friday,October,8,2021,6:00 am — 12:00 pm,1633672800000.0,3.107,More clouds than sun.,16.0,30.41,93,6
Friday,October,8,2021,12:00 pm — 6:00 pm,1633694400000.0,2.486,Overcast.,17.0,30.4,85,12
Friday,October,8,2021,6:00 pm — 12:00 am,1633716000000.0,4.971,Fog.,17.0,30.39,84,6
Saturday,October,9,2021,12:00 am — 6:00 am,1633737600000.0,1.864,Fog.,10.0,30.37,95,12
Saturday,October,9,2021,6:00 am — 12:00 pm,1633759200000.0,2.486,Fog.,15.0,30.38,96,6
Saturday,October,9,2021,12:00 pm — 6:00 pm,1633780800000.0,3.728,Passing clouds.,20.0,30.35,64,12
Saturday,October,9,2021,6:00 pm — 12:00 am,1633802400000.0,2.486,Fog.,15.0,30.38,89,6
Sunday,October,10,2021,12:00 am — 6:00 am,1633824000000.0,2.486,Fog.,9.000000000000002,30.38,96,12
Sunday,October,10,2021,6:00 am — 12:00 pm,1633845600000.0,3.728,Fog.,16.0,30.38,93,6
Sunday,October,10,2021,12:00 pm — 6:00 pm,1633867200000.0,8.078,Scattered clouds.,18.000000000000004,30.39,70,12
Sunday,October,10,2021,6:00 pm — 12:00 am,1633888800000.0,6.214,Passing clouds.,14.000000000000002,30.41,80,6
Monday,October,11,2021,12:00 am — 6:00 am,1633910400000.0,4.35,Quite cool.,8.0,30.42,92,12
Monday,October,11,2021,6:00 am — 12:00 pm,1633932000000.0,4.971,Sunny.,12.0,30.44,87,6
Monday,October,11,2021,12:00 pm — 6:00 pm,1633953600000.0,7.457,Partly sunny.,16.0,30.42,65,12
Monday,October,11,2021,6:00 pm — 12:00 am,1633975200000.0,4.35,Passing clouds.,13.0,30.39,87,6
Tuesday,October,12,2021,12:00 am — 6:00 am,1633996800000.0,3.107,Passing clouds.,7.000000000000001,30.33,98,12
Tuesday,October,12,2021,6:00 am — 12:00 pm,1634018400000.0,7.457,Sunny.,14.000000000000002,30.27,89,6
Tuesday,October,12,2021,12:00 pm — 6:00 pm,1634040000000.0,9.943,Broken clouds.,16.0,30.24,74,12
Tuesday,October,12,2021,6:00 pm — 12:00 am,1634061600000.0,3.728,Passing clouds.,13.0,30.28,89,6
Wednesday,October,13,2021,12:00 am — 6:00 am,1634083200000.0,3.728,Passing clouds.,10.999999999999998,30.33,92,12
Wednesday,October,13,2021,6:00 am — 12:00 pm,1634104800000.0,3.728,Partly sunny.,14.000000000000002,30.36,84,6
Wednesday,October,13,2021,12:00 pm — 6:00 pm,1634126400000.0,4.35,Partly sunny.,16.0,30.34,76,12
Wednesday,October,13,2021,6:00 pm — 12:00 am,1634148000000.0,1.243,Passing clouds.,15.0,30.33,92,6
Thursday,October,14,2021,12:00 am — 6:00 am,1634169600000.0,0.621,Overcast.,10.999999999999998,30.31,96,12
Thursday,October,14,2021,6:00 am — 12:00 pm,1634191200000.0,6.836,Fog.,16.0,30.26,89,6
Thursday,October,14,2021,12:00 pm — 6:00 pm,1634212800000.0,13.671,Partly sunny.,18.000000000000004,30.18,62,12
Thursday,October,14,2021,6:00 pm — 12:00 am,1634234400000.0,7.457,Passing clouds.,15.0,30.11,78,6
Friday,October,15,2021,12:00 am — 6:00 am,1634256000000.0,9.321,Passing clouds.,13.0,30.05,88,12
Friday,October,15,2021,6:00 am — 12:00 pm,1634277600000.0,8.078,Partly sunny.,13.0,30.1,85,6
Friday,October,15,2021,12:00 pm — 6:00 pm,1634299200000.0,5.593,Partly sunny.,15.0,30.15,63,12
Friday,October,15,2021,6:00 pm — 12:00 am,1634320800000.0,3.107,Passing clouds.,13.0,30.18,72,6
Saturday,October,16,2021,12:00 am — 6:00 am,1634342400000.0,1.243,Passing clouds.,8.0,30.17,92,12
Saturday,October,16,2021,6:00 am — 12:00 pm,1634364000000.0,2.486,Light rain. Mostly cloudy.,13.0,30.14,92,6
Saturday,October,16,2021,12:00 pm — 6:00 pm,1634385600000.0,3.728,Scattered clouds.,17.0,30.09,78,12
Saturday,October,16,2021,6:00 pm — 12:00 am,1634407200000.0,3.728,Fog.,15.0,30.07,91,6
Sunday,October,17,2021,12:00 am — 6:00 am,1634428800000.0,0.621,Fog.,10.0,30.04,95,12
Sunday,October,17,2021,6:00 am — 12:00 pm,1634450400000.0,4.971,Fog.,15.0,30.03,93,6
Sunday,October,17,2021,12:00 pm — 6:00 pm,1634472000000.0,8.7,Partly sunny.,17.0,30.02,73,12
Sunday,October,17,2021,6:00 pm — 12:00 am,1634493600000.0,4.971,Clear.,14.000000000000002,30.05,87,6
Monday,October,18,2021,12:00 am — 6:00 am,1634515200000.0,0.621,Passing clouds.,8.0,30.05,95,12
Monday,October,18,2021,6:00 am — 12:00 pm,1634536800000.0,6.214,Fog.,16.0,30.03,94,6
Monday,October,18,2021,12:00 pm — 6:00 pm,1634558400000.0,9.943,Drizzle. Low clouds.,17.0,29.97,86,12
Monday,October,18,2021,6:00 pm — 12:00 am,1634580000000.0,8.7,Light rain. Low clouds.,16.0,29.95,95,6
Tuesday,October,19,2021,12:00 am — 6:00 am,1634601600000.0,7.457,Fog.,17.0,29.93,96,12
Tuesday,October,19,2021,6:00 am — 12:00 pm,1634623200000.0,16.778,Broken clouds.,19.0,29.91,83,6
Tuesday,October,19,2021,12:00 pm — 6:00 pm,1634644800000.0,18.021,Mostly cloudy.,20.0,29.85,75,12
Tuesday,October,19,2021,6:00 pm — 12:00 am,1634666400000.0,13.05,Light rain. Passing clouds.,18.000000000000004,29.79,91,6
Wednesday,October,20,2021,12:00 am — 6:00 am,1634688000000.0,10.564,Light rain. Passing clouds.,16.0,29.63,94,12
Wednesday,October,20,2021,6:00 am — 12:00 pm,1634709600000.0,13.05,Scattered clouds.,18.000000000000004,29.54,86,6
Wednesday,October,20,2021,12:00 pm — 6:00 pm,1634731200000.0,17.4,Passing clouds.,19.0,29.46,64,12
Wednesday,October,20,2021,6:00 pm — 12:00 am,1634752800000.0,8.078,Passing clouds.,14.000000000000002,29.27,85,6
