day,month,date,year,time_range,date_id,wind,desc,temp,baro,hum,hour
Saturday,February,27,2021,12:00 am — 6:00 am,1614384000000.0,2.486,Clear.,0.9999999999999984,30.72,95,12
Saturday,February,27,2021,6:00 am — 12:00 pm,1614405600000.0,3.107,Sunny.,12.0,30.74,79,6
Saturday,February,27,2021,12:00 pm — 6:00 pm,1614427200000.0,5.593,Passing clouds.,13.0,30.72,55,12
Saturday,February,27,2021,6:00 pm — 12:00 am,1614448800000.0,4.971,Clear.,9.000000000000002,30.72,79,6
Sunday,February,28,2021,12:00 am — 6:00 am,1614470400000.0,4.35,Clear.,2.999999999999999,30.68,98,12
Sunday,February,28,2021,6:00 am — 12:00 pm,1614492000000.0,6.836,Fog.,5.999999999999998,30.66,95,6
Sunday,February,28,2021,12:00 pm — 6:00 pm,1614513600000.0,9.943,Passing clouds.,9.000000000000002,30.58,75,12
Sunday,February,28,2021,6:00 pm — 12:00 am,1614535200000.0,6.836,Clear.,8.0,30.54,83,6
Monday,March,1,2021,12:00 am — 6:00 am,1614556800000.0,8.7,Low clouds.,5.0,30.5,94,12
Monday,March,1,2021,6:00 am — 12:00 pm,1614578400000.0,11.185,Partly sunny.,9.000000000000002,30.48,83,6
Monday,March,1,2021,12:00 pm — 6:00 pm,1614600000000.0,11.185,Passing clouds.,9.000000000000002,30.43,72,12
Monday,March,1,2021,6:00 pm — 12:00 am,1614621600000.0,10.564,Passing clouds.,5.0,30.42,87,6
Tuesday,March,2,2021,12:00 am — 6:00 am,1614643200000.0,6.836,Low clouds.,4.000000000000002,30.42,87,12
Tuesday,March,2,2021,6:00 am — 12:00 pm,1614664800000.0,7.457,Overcast.,5.999999999999998,30.42,89,6
Tuesday,March,2,2021,12:00 pm — 6:00 pm,1614686400000.0,6.836,Haze.,9.000000000000002,30.38,78,12
Tuesday,March,2,2021,6:00 pm — 12:00 am,1614708000000.0,4.971,Passing clouds.,5.999999999999998,30.39,91,6
Wednesday,March,3,2021,12:00 am — 6:00 am,1614729600000.0,5.593,Low clouds.,4.000000000000002,30.37,100,12
Wednesday,March,3,2021,6:00 am — 12:00 pm,1614751200000.0,4.35,Fog.,7.000000000000001,30.36,98,6
Wednesday,March,3,2021,12:00 pm — 6:00 pm,1614772800000.0,4.971,Light rain. Mostly cloudy.,9.000000000000002,30.31,88,12
Wednesday,March,3,2021,6:00 pm — 12:00 am,1614794400000.0,4.35,Fog.,7.000000000000001,30.26,95,6
Thursday,March,4,2021,12:00 am — 6:00 am,1614816000000.0,8.078,Low clouds.,5.999999999999998,30.22,98,12
Thursday,March,4,2021,6:00 am — 12:00 pm,1614837600000.0,8.7,More clouds than sun.,5.0,30.24,91,6
Thursday,March,4,2021,12:00 pm — 6:00 pm,1614859200000.0,8.7,Overcast.,5.999999999999998,30.25,77,12
Thursday,March,4,2021,6:00 pm — 12:00 am,1614880800000.0,9.321,Passing clouds.,5.0,30.32,77,6
Friday,March,5,2021,12:00 am — 6:00 am,1614902400000.0,8.078,Overcast.,4.000000000000002,30.38,83,12
Friday,March,5,2021,6:00 am — 12:00 pm,1614924000000.0,10.564,Partly sunny.,5.0,30.46,71,6
Friday,March,5,2021,12:00 pm — 6:00 pm,1614945600000.0,11.807,Partly sunny.,5.999999999999998,30.48,54,12
Friday,March,5,2021,6:00 pm — 12:00 am,1614967200000.0,7.457,Passing clouds.,5.0,30.54,61,6
Saturday,March,6,2021,12:00 am — 6:00 am,1614988800000.0,4.971,Overcast.,2.000000000000001,30.54,86,12
Saturday,March,6,2021,6:00 am — 12:00 pm,1615010400000.0,6.836,Partly sunny.,5.999999999999998,30.56,66,6
Saturday,March,6,2021,12:00 pm — 6:00 pm,1615032000000.0,8.078,Partly sunny.,5.999999999999998,30.49,55,12
Saturday,March,6,2021,6:00 pm — 12:00 am,1615053600000.0,5.593,Overcast.,5.0,30.45,62,6
Sunday,March,7,2021,12:00 am — 6:00 am,1615075200000.0,1.864,Overcast.,2.000000000000001,30.39,79,12
Sunday,March,7,2021,6:00 am — 12:00 pm,1615096800000.0,4.35,Overcast.,4.000000000000002,30.36,57,6
Sunday,March,7,2021,12:00 pm — 6:00 pm,1615118400000.0,6.214,Passing clouds.,5.999999999999998,30.28,50,12
Sunday,March,7,2021,6:00 pm — 12:00 am,1615140000000.0,1.864,Clear.,2.000000000000001,30.27,76,6
Monday,March,8,2021,12:00 am — 6:00 am,1615161600000.0,1.243,Passing clouds.,0.9999999999999984,30.25,88,12
Monday,March,8,2021,6:00 am — 12:00 pm,1615183200000.0,3.728,Partly sunny.,8.0,30.24,76,6
Monday,March,8,2021,12:00 pm — 6:00 pm,1615204800000.0,5.593,Broken clouds.,10.0,30.19,56,12
Monday,March,8,2021,6:00 pm — 12:00 am,1615226400000.0,4.35,Clear.,8.0,30.16,65,6
Tuesday,March,9,2021,12:00 am — 6:00 am,1615248000000.0,5.593,Overcast.,5.0,30.13,83,12
Tuesday,March,9,2021,6:00 am — 12:00 pm,1615269600000.0,4.971,Sunny.,10.999999999999998,30.14,74,6
Tuesday,March,9,2021,12:00 pm — 6:00 pm,1615291200000.0,10.564,Scattered clouds.,13.0,30.08,47,12
Tuesday,March,9,2021,6:00 pm — 12:00 am,1615312800000.0,9.321,Clear.,9.000000000000002,30.04,75,6
Wednesday,March,10,2021,12:00 am — 6:00 am,1615334400000.0,12.428,Overcast.,7.000000000000001,29.94,81,12
Wednesday,March,10,2021,6:00 am — 12:00 pm,1615356000000.0,16.157,Light rain. Mostly cloudy.,7.000000000000001,29.81,87,6
Wednesday,March,10,2021,12:00 pm — 6:00 pm,1615377600000.0,17.4,Light rain. Mostly cloudy.,9.000000000000002,29.63,93,12
Wednesday,March,10,2021,6:00 pm — 12:00 am,1615399200000.0,18.021,Passing clouds.,10.999999999999998,29.45,95,6
Thursday,March,11,2021,12:00 am — 6:00 am,1615420800000.0,22.371,Passing clouds.,10.999999999999998,29.25,79,12
Thursday,March,11,2021,6:00 am — 12:00 pm,1615442400000.0,27.964,Broken clouds.,10.999999999999998,29.33,67,6
Thursday,March,11,2021,12:00 pm — 6:00 pm,1615464000000.0,24.857,Scattered clouds.,10.999999999999998,29.46,62,12
Thursday,March,11,2021,6:00 pm — 12:00 am,1615485600000.0,16.778,Passing clouds.,7.000000000000001,29.61,75,6
Friday,March,12,2021,12:00 am — 6:00 am,1615507200000.0,13.05,Passing clouds.,5.999999999999998,29.65,81,12
Friday,March,12,2021,6:00 am — 12:00 pm,1615528800000.0,17.4,Broken clouds.,9.000000000000002,29.58,81,6
Friday,March,12,2021,12:00 pm — 6:00 pm,1615550400000.0,21.128,Scattered clouds.,10.999999999999998,29.55,56,12
Friday,March,12,2021,6:00 pm — 12:00 am,1615572000000.0,14.293,Passing clouds.,8.0,29.45,79,6
Saturday,March,13,2021,12:00 am — 6:00 am,1615593600000.0,23.614,Passing clouds.,7.000000000000001,29.22,80,12
Saturday,March,13,2021,6:00 am — 12:00 pm,1615615200000.0,24.235,Partly sunny.,9.000000000000002,29.32,72,6
Saturday,March,13,2021,12:00 pm — 6:00 pm,1615636800000.0,21.128,Scattered showers. Scattered clouds.,10.0,29.45,54,12
Saturday,March,13,2021,6:00 pm — 12:00 am,1615658400000.0,11.807,Clear.,5.0,29.6,74,6
Sunday,March,14,2021,12:00 am — 6:00 am,1615680000000.0,12.428,Passing clouds.,5.999999999999998,29.76,84,12
Sunday,March,14,2021,6:00 am — 12:00 pm,1615701600000.0,13.671,Scattered clouds.,10.0,29.94,73,6
Sunday,March,14,2021,12:00 pm — 6:00 pm,1615723200000.0,15.535,Partly sunny.,10.0,29.99,63,12
Sunday,March,14,2021,6:00 pm — 12:00 am,1615744800000.0,14.293,Passing clouds.,9.000000000000002,29.95,84,6
Monday,March,15,2021,12:00 am — 6:00 am,1615766400000.0,12.428,Passing clouds.,9.000000000000002,29.99,79,12
Monday,March,15,2021,6:00 am — 12:00 pm,1615788000000.0,14.914,Broken clouds.,10.999999999999998,30.1,75,6
Monday,March,15,2021,12:00 pm — 6:00 pm,1615809600000.0,9.943,Partly sunny.,12.0,30.17,68,12
Monday,March,15,2021,6:00 pm — 12:00 am,1615831200000.0,4.35,Passing clouds.,10.0,30.27,72,6
Tuesday,March,16,2021,12:00 am — 6:00 am,1615852800000.0,5.593,Passing clouds.,8.0,30.29,81,12
Tuesday,March,16,2021,6:00 am — 12:00 pm,1615874400000.0,9.321,Partly sunny.,13.0,30.29,84,6
Tuesday,March,16,2021,12:00 pm — 6:00 pm,1615896000000.0,14.293,Broken clouds.,14.000000000000002,30.31,75,12
Tuesday,March,16,2021,6:00 pm — 12:00 am,1615917600000.0,12.428,Passing clouds.,10.999999999999998,30.45,70,6
Wednesday,March,17,2021,12:00 am — 6:00 am,1615939200000.0,6.214,Clear.,7.000000000000001,30.51,80,12
Wednesday,March,17,2021,6:00 am — 12:00 pm,1615960800000.0,5.593,Sunny.,8.0,30.52,82,6
Wednesday,March,17,2021,12:00 pm — 6:00 pm,1615982400000.0,9.943,Scattered clouds.,10.0,30.49,72,12
Wednesday,March,17,2021,6:00 pm — 12:00 am,1616004000000.0,6.836,Passing clouds.,9.000000000000002,30.49,80,6
Thursday,March,18,2021,12:00 am — 6:00 am,1616025600000.0,4.971,Passing clouds.,5.0,30.45,95,12
Thursday,March,18,2021,6:00 am — 12:00 pm,1616047200000.0,10.564,More clouds than sun.,9.000000000000002,30.41,74,6
Thursday,March,18,2021,12:00 pm — 6:00 pm,1616068800000.0,8.078,Light rain. Broken clouds.,10.0,30.32,79,12
Thursday,March,18,2021,6:00 pm — 12:00 am,1616090400000.0,8.7,Overcast.,10.0,30.24,89,6
Friday,March,19,2021,12:00 am — 6:00 am,1616112000000.0,11.807,Passing clouds.,8.0,30.25,92,12
Friday,March,19,2021,6:00 am — 12:00 pm,1616133600000.0,11.807,Passing clouds.,10.0,30.34,70,6
Friday,March,19,2021,12:00 pm — 6:00 pm,1616155200000.0,11.807,Passing clouds.,10.999999999999998,30.39,56,12
Friday,March,19,2021,6:00 pm — 12:00 am,1616176800000.0,8.7,Passing clouds.,8.0,30.46,80,6
Saturday,March,20,2021,12:00 am — 6:00 am,1616198400000.0,3.728,Passing clouds.,5.0,30.48,87,12
Saturday,March,20,2021,6:00 am — 12:00 pm,1616220000000.0,4.35,Mostly cloudy.,9.000000000000002,30.48,84,6
Saturday,March,20,2021,12:00 pm — 6:00 pm,1616241600000.0,6.836,Partly sunny.,10.999999999999998,30.41,75,12
Saturday,March,20,2021,6:00 pm — 12:00 am,1616263200000.0,6.214,Passing clouds.,10.0,30.36,81,6
Sunday,March,21,2021,12:00 am — 6:00 am,1616284800000.0,6.836,Passing clouds.,8.0,30.36,82,12
Sunday,March,21,2021,6:00 am — 12:00 pm,1616306400000.0,11.807,Partly sunny.,10.0,30.39,73,6
Sunday,March,21,2021,12:00 pm — 6:00 pm,1616328000000.0,9.321,Partly sunny.,10.999999999999998,30.37,57,12
Sunday,March,21,2021,6:00 pm — 12:00 am,1616349600000.0,2.486,Passing clouds.,9.000000000000002,30.36,75,6
Monday,March,22,2021,12:00 am — 6:00 am,1616371200000.0,1.243,Overcast.,4.000000000000002,30.32,92,12
Monday,March,22,2021,6:00 am — 12:00 pm,1616392800000.0,4.971,Passing clouds.,10.999999999999998,30.32,76,6
Monday,March,22,2021,12:00 pm — 6:00 pm,1616414400000.0,8.078,Passing clouds.,14.000000000000002,30.26,54,12
Monday,March,22,2021,6:00 pm — 12:00 am,1616436000000.0,3.728,Clear.,9.000000000000002,30.27,79,6
Tuesday,March,23,2021,12:00 am — 6:00 am,1616457600000.0,1.243,Passing clouds.,2.000000000000001,30.26,94,12
Tuesday,March,23,2021,6:00 am — 12:00 pm,1616479200000.0,4.971,Partly sunny.,10.999999999999998,30.26,80,6
Tuesday,March,23,2021,12:00 pm — 6:00 pm,1616500800000.0,13.05,Passing clouds.,13.0,30.2,56,12
Tuesday,March,23,2021,6:00 pm — 12:00 am,1616522400000.0,8.7,Clear.,10.0,30.18,74,6
Wednesday,March,24,2021,12:00 am — 6:00 am,1616544000000.0,2.486,Partly cloudy.,4.000000000000002,30.15,95,12
Wednesday,March,24,2021,6:00 am — 12:00 pm,1616565600000.0,6.836,Partly sunny.,13.0,30.14,83,6
Wednesday,March,24,2021,12:00 pm — 6:00 pm,1616587200000.0,11.185,Partly sunny.,14.000000000000002,30.1,65,12
Wednesday,March,24,2021,6:00 pm — 12:00 am,1616608800000.0,5.593,Passing clouds.,10.999999999999998,30.12,85,6
Thursday,March,25,2021,12:00 am — 6:00 am,1616630400000.0,3.728,Clear.,5.999999999999998,30.09,95,12
Thursday,March,25,2021,6:00 am — 12:00 pm,1616652000000.0,8.7,Broken clouds.,13.0,30.1,83,6
Thursday,March,25,2021,12:00 pm — 6:00 pm,1616673600000.0,14.914,Broken clouds.,13.0,30.04,75,12
Thursday,March,25,2021,6:00 pm — 12:00 am,1616695200000.0,9.321,Passing clouds.,10.999999999999998,29.99,84,6
Friday,March,26,2021,12:00 am — 6:00 am,1616716800000.0,12.428,Passing clouds.,10.0,29.89,85,12
Friday,March,26,2021,6:00 am — 12:00 pm,1616738400000.0,16.778,More clouds than sun.,12.0,29.79,80,6
Friday,March,26,2021,12:00 pm — 6:00 pm,1616760000000.0,13.671,Broken clouds.,10.999999999999998,29.77,80,12
Friday,March,26,2021,6:00 pm — 12:00 am,1616781600000.0,13.05,Passing clouds.,8.0,29.86,80,6
Saturday,March,27,2021,12:00 am — 6:00 am,1616803200000.0,11.807,Passing clouds.,2.999999999999999,29.99,90,12
Saturday,March,27,2021,6:00 am — 12:00 pm,1616824800000.0,16.778,Scattered clouds.,10.999999999999998,30.15,66,6
Saturday,March,27,2021,12:00 pm — 6:00 pm,1616846400000.0,13.671,Partly sunny.,12.0,30.2,52,12
Saturday,March,27,2021,6:00 pm — 12:00 am,1616868000000.0,11.807,Partly cloudy.,10.0,30.2,74,6
Sunday,March,28,2021,12:00 am — 6:00 am,1616889600000.0,16.157,Partly cloudy.,10.0,30.15,75,12
Sunday,March,28,2021,6:00 am — 12:00 pm,1616911200000.0,18.642,Partly sunny.,12.0,30.17,73,6
Sunday,March,28,2021,12:00 pm — 6:00 pm,1616932800000.0,17.4,Partly sunny.,13.0,30.2,74,12
Sunday,March,28,2021,6:00 pm — 12:00 am,1616954400000.0,15.535,Passing clouds.,12.0,30.21,78,6
Monday,March,29,2021,12:00 am — 6:00 am,1616976000000.0,14.914,Overcast.,10.0,30.24,82,12
Monday,March,29,2021,6:00 am — 12:00 pm,1616997600000.0,13.671,Overcast.,14.000000000000002,30.3,80,6
Monday,March,29,2021,12:00 pm — 6:00 pm,1617019200000.0,11.807,Passing clouds.,20.0,30.33,50,12
Monday,March,29,2021,6:00 pm — 12:00 am,1617040800000.0,6.214,Clear.,18.000000000000004,30.35,59,6
Tuesday,March,30,2021,12:00 am — 6:00 am,1617062400000.0,1.243,Clear.,5.0,30.38,96,12
Tuesday,March,30,2021,6:00 am — 12:00 pm,1617084000000.0,2.486,Sunny.,20.0,30.38,72,6
Tuesday,March,30,2021,12:00 pm — 6:00 pm,1617105600000.0,7.457,Sunny.,24.0,30.3,27,12
Tuesday,March,30,2021,6:00 pm — 12:00 am,1617127200000.0,2.486,Clear.,21.999999999999996,30.25,46,6
Wednesday,March,31,2021,12:00 am — 6:00 am,1617148800000.0,1.864,Clear.,8.0,30.18,84,12
Wednesday,March,31,2021,6:00 am — 12:00 pm,1617170400000.0,1.864,Sunny.,19.0,30.13,68,6
Wednesday,March,31,2021,12:00 pm — 6:00 pm,1617192000000.0,4.971,Sunny.,21.0,30.08,49,12
Wednesday,March,31,2021,6:00 pm — 12:00 am,1617213600000.0,2.486,Sunny.,19.0,30.08,60,6
Thursday,April,1,2021,12:00 am — 6:00 am,1617235200000.0,8.7,Passing clouds.,12.0,30.14,86,12
Thursday,April,1,2021,6:00 am — 12:00 pm,1617256800000.0,13.05,Partly sunny.,12.0,30.23,81,6
Thursday,April,1,2021,12:00 pm — 6:00 pm,1617278400000.0,16.157,Passing clouds.,15.0,30.27,61,12
Thursday,April,1,2021,6:00 pm — 12:00 am,1617300000000.0,14.914,Passing clouds.,10.999999999999998,30.33,70,6
Friday,April,2,2021,12:00 am — 6:00 am,1617321600000.0,13.05,Overcast.,5.999999999999998,30.37,71,12
Friday,April,2,2021,6:00 am — 12:00 pm,1617343200000.0,13.05,Partly sunny.,8.0,30.41,64,6
Friday,April,2,2021,12:00 pm — 6:00 pm,1617364800000.0,14.914,Scattered clouds.,10.999999999999998,30.42,59,12
Friday,April,2,2021,6:00 pm — 12:00 am,1617386400000.0,14.293,Passing clouds.,8.0,30.45,65,6
Saturday,April,3,2021,12:00 am — 6:00 am,1617408000000.0,11.185,Passing clouds.,5.999999999999998,30.46,77,12
Saturday,April,3,2021,6:00 am — 12:00 pm,1617429600000.0,13.671,Partly sunny.,8.0,30.5,65,6
Saturday,April,3,2021,12:00 pm — 6:00 pm,1617451200000.0,13.05,Partly sunny.,9.000000000000002,30.48,59,12
Saturday,April,3,2021,6:00 pm — 12:00 am,1617472800000.0,9.943,Partly sunny.,8.0,30.45,65,6
Sunday,April,4,2021,12:00 am — 6:00 am,1617494400000.0,2.486,Clear.,4.000000000000002,30.42,88,12
Sunday,April,4,2021,6:00 am — 12:00 pm,1617516000000.0,4.971,Passing clouds.,10.0,30.36,78,6
Sunday,April,4,2021,12:00 pm — 6:00 pm,1617537600000.0,8.7,Sunny.,15.0,30.22,47,12
Sunday,April,4,2021,6:00 pm — 12:00 am,1617559200000.0,9.943,Clear.,15.0,30.09,55,6
Monday,April,5,2021,12:00 am — 6:00 am,1617580800000.0,9.943,Passing clouds.,9.000000000000002,29.97,78,12
Monday,April,5,2021,6:00 am — 12:00 pm,1617602400000.0,14.914,Broken clouds.,7.000000000000001,30.04,59,6
Monday,April,5,2021,12:00 pm — 6:00 pm,1617624000000.0,15.535,Sunny.,7.000000000000001,30.1,32,12
Monday,April,5,2021,6:00 pm — 12:00 am,1617645600000.0,9.943,Clear.,5.999999999999998,30.16,39,6
Tuesday,April,6,2021,12:00 am — 6:00 am,1617667200000.0,8.7,Clear.,2.000000000000001,30.15,68,12
Tuesday,April,6,2021,6:00 am — 12:00 pm,1617688800000.0,12.428,Passing clouds.,5.999999999999998,30.13,61,6
Tuesday,April,6,2021,12:00 pm — 6:00 pm,1617710400000.0,15.535,Partly sunny.,7.000000000000001,30.08,41,12
Tuesday,April,6,2021,6:00 pm — 12:00 am,1617732000000.0,9.321,Clear.,4.000000000000002,30.12,74,6
Wednesday,April,7,2021,12:00 am — 6:00 am,1617753600000.0,6.214,Clear.,-1.0000000000000004,30.18,86,12
Wednesday,April,7,2021,6:00 am — 12:00 pm,1617775200000.0,8.7,Sunny.,5.0,30.22,70,6
Wednesday,April,7,2021,12:00 pm — 6:00 pm,1617796800000.0,14.914,Sunny.,5.999999999999998,30.23,46,12
Wednesday,April,7,2021,6:00 pm — 12:00 am,1617818400000.0,8.078,Overcast.,5.999999999999998,30.23,53,6
Thursday,April,8,2021,12:00 am — 6:00 am,1617840000000.0,5.593,Overcast.,4.000000000000002,30.23,68,12
Thursday,April,8,2021,6:00 am — 12:00 pm,1617861600000.0,9.321,Broken clouds.,10.0,30.2,60,6
Thursday,April,8,2021,12:00 pm — 6:00 pm,1617883200000.0,14.293,Partly sunny.,13.0,30.11,54,12
Thursday,April,8,2021,6:00 pm — 12:00 am,1617904800000.0,9.943,Passing clouds.,10.0,30.03,66,6
Friday,April,9,2021,12:00 am — 6:00 am,1617926400000.0,6.836,Overcast.,7.000000000000001,29.96,83,12
Friday,April,9,2021,6:00 am — 12:00 pm,1617948000000.0,8.7,Sunny.,10.999999999999998,29.92,73,6
Friday,April,9,2021,12:00 pm — 6:00 pm,1617969600000.0,9.943,Broken clouds.,14.000000000000002,29.87,50,12
Friday,April,9,2021,6:00 pm — 12:00 am,1617991200000.0,7.457,Partly sunny.,10.0,29.9,76,6
Saturday,April,10,2021,12:00 am — 6:00 am,1618012800000.0,6.214,Overcast.,7.000000000000001,29.91,80,12
Saturday,April,10,2021,6:00 am — 12:00 pm,1618034400000.0,11.185,Partly sunny.,7.000000000000001,29.92,73,6
Saturday,April,10,2021,12:00 pm — 6:00 pm,1618056000000.0,12.428,Light rain. Partly sunny.,8.0,29.89,66,12
Saturday,April,10,2021,6:00 pm — 12:00 am,1618077600000.0,9.321,Broken clouds.,7.000000000000001,29.92,59,6
Sunday,April,11,2021,12:00 am — 6:00 am,1618099200000.0,5.593,Overcast.,2.999999999999999,29.98,79,12
Sunday,April,11,2021,6:00 am — 12:00 pm,1618120800000.0,10.564,Passing clouds.,7.000000000000001,30.06,64,6
Sunday,April,11,2021,12:00 pm — 6:00 pm,1618142400000.0,11.185,Partly sunny.,8.0,30.11,47,12
Sunday,April,11,2021,6:00 pm — 12:00 am,1618164000000.0,6.214,Passing clouds.,5.0,30.23,80,6
Monday,April,12,2021,12:00 am — 6:00 am,1618185600000.0,1.243,Clear.,0.0,30.3,91,12
Monday,April,12,2021,6:00 am — 12:00 pm,1618207200000.0,4.971,Broken clouds.,7.000000000000001,30.34,87,6
Monday,April,12,2021,12:00 pm — 6:00 pm,1618228800000.0,7.457,Sunny.,10.0,30.39,43,12
Monday,April,12,2021,6:00 pm — 12:00 am,1618250400000.0,3.107,Clear.,8.0,30.43,53,6
Tuesday,April,13,2021,12:00 am — 6:00 am,1618272000000.0,1.243,Passing clouds.,-1.0000000000000004,30.48,87,12
Tuesday,April,13,2021,6:00 am — 12:00 pm,1618293600000.0,3.728,Sunny.,10.999999999999998,30.51,65,6
Tuesday,April,13,2021,12:00 pm — 6:00 pm,1618315200000.0,6.836,Sunny.,12.0,30.46,47,12
Tuesday,April,13,2021,6:00 pm — 12:00 am,1618336800000.0,3.728,Clear.,10.0,30.46,75,6
Wednesday,April,14,2021,12:00 am — 6:00 am,1618358400000.0,1.243,Passing clouds.,4.000000000000002,30.48,88,12
Wednesday,April,14,2021,6:00 am — 12:00 pm,1618380000000.0,3.728,Sunny.,10.999999999999998,30.49,60,6
Wednesday,April,14,2021,12:00 pm — 6:00 pm,1618401600000.0,11.185,Sunny.,12.0,30.48,40,12
Wednesday,April,14,2021,6:00 pm — 12:00 am,1618423200000.0,8.078,Clear.,10.0,30.49,55,6
Thursday,April,15,2021,12:00 am — 6:00 am,1618444800000.0,4.971,Clear.,4.000000000000002,30.51,82,12
Thursday,April,15,2021,6:00 am — 12:00 pm,1618466400000.0,9.943,Scattered clouds.,9.000000000000002,30.54,67,6
Thursday,April,15,2021,12:00 pm — 6:00 pm,1618488000000.0,11.185,Partly sunny.,10.999999999999998,30.47,51,12
Thursday,April,15,2021,6:00 pm — 12:00 am,1618509600000.0,8.078,Clear.,9.000000000000002,30.47,66,6
Friday,April,16,2021,12:00 am — 6:00 am,1618531200000.0,3.107,Clear.,2.999999999999999,30.46,92,12
Friday,April,16,2021,6:00 am — 12:00 pm,1618552800000.0,5.593,Scattered clouds.,9.000000000000002,30.47,80,6
Friday,April,16,2021,12:00 pm — 6:00 pm,1618574400000.0,8.078,Sunny.,10.999999999999998,30.42,41,12
Friday,April,16,2021,6:00 pm — 12:00 am,1618596000000.0,4.971,Clear.,10.999999999999998,30.41,52,6
Saturday,April,17,2021,12:00 am — 6:00 am,1618617600000.0,2.486,Clear.,0.9999999999999984,30.42,81,12
Saturday,April,17,2021,6:00 am — 12:00 pm,1618639200000.0,6.836,Sunny.,10.0,30.41,53,6
Saturday,April,17,2021,12:00 pm — 6:00 pm,1618660800000.0,8.078,Sunny.,13.0,30.34,34,12
Saturday,April,17,2021,6:00 pm — 12:00 am,1618682400000.0,6.836,Sunny.,13.0,30.32,47,6
Sunday,April,18,2021,12:00 am — 6:00 am,1618704000000.0,1.243,Passing clouds.,5.0,30.29,75,12
Sunday,April,18,2021,6:00 am — 12:00 pm,1618725600000.0,2.486,Sunny.,12.0,30.27,60,6
Sunday,April,18,2021,12:00 pm — 6:00 pm,1618747200000.0,4.971,Sunny.,15.0,30.23,28,12
Sunday,April,18,2021,6:00 pm — 12:00 am,1618768800000.0,6.214,Clear.,14.000000000000002,30.22,47,6
Monday,April,19,2021,12:00 am — 6:00 am,1618790400000.0,1.243,Clear.,5.0,30.21,86,12
Monday,April,19,2021,6:00 am — 12:00 pm,1618812000000.0,3.728,Sunny.,14.000000000000002,30.18,67,6
Monday,April,19,2021,12:00 pm — 6:00 pm,1618833600000.0,5.593,Sunny.,18.000000000000004,30.1,34,12
Monday,April,19,2021,6:00 pm — 12:00 am,1618855200000.0,7.457,Clear.,16.0,30.08,56,6
Tuesday,April,20,2021,12:00 am — 6:00 am,1618876800000.0,1.864,Clear.,7.000000000000001,30.08,82,12
Tuesday,April,20,2021,6:00 am — 12:00 pm,1618898400000.0,3.107,Haze.,16.0,30.07,70,6
Tuesday,April,20,2021,12:00 pm — 6:00 pm,1618920000000.0,6.836,Sunny.,17.0,30.02,44,12
Tuesday,April,20,2021,6:00 pm — 12:00 am,1618941600000.0,4.971,Sunny.,15.0,30.05,68,6
Wednesday,April,21,2021,12:00 am — 6:00 am,1618963200000.0,1.243,Overcast.,5.999999999999998,30.07,91,12
Wednesday,April,21,2021,6:00 am — 12:00 pm,1618984800000.0,9.943,Scattered clouds.,13.0,30.12,73,6
Wednesday,April,21,2021,12:00 pm — 6:00 pm,1619006400000.0,13.05,Partly sunny.,13.0,30.15,56,12
Wednesday,April,21,2021,6:00 pm — 12:00 am,1619028000000.0,10.564,Passing clouds.,13.0,30.22,64,6
Thursday,April,22,2021,12:00 am — 6:00 am,1619049600000.0,8.7,Clear.,5.0,30.29,77,12
Thursday,April,22,2021,6:00 am — 12:00 pm,1619071200000.0,9.943,Sunny.,12.0,30.33,65,6
Thursday,April,22,2021,12:00 pm — 6:00 pm,1619092800000.0,11.807,Sunny.,14.000000000000002,30.33,36,12
Thursday,April,22,2021,6:00 pm — 12:00 am,1619114400000.0,9.321,Clear.,13.0,30.35,55,6
Friday,April,23,2021,12:00 am — 6:00 am,1619136000000.0,4.971,Clear.,4.000000000000002,30.36,90,12
Friday,April,23,2021,6:00 am — 12:00 pm,1619157600000.0,9.321,Sunny.,15.0,30.39,67,6
Friday,April,23,2021,12:00 pm — 6:00 pm,1619179200000.0,13.671,Sunny.,16.0,30.35,28,12
Friday,April,23,2021,6:00 pm — 12:00 am,1619200800000.0,10.564,Clear.,14.000000000000002,30.35,45,6
Saturday,April,24,2021,12:00 am — 6:00 am,1619222400000.0,4.35,Clear.,5.999999999999998,30.34,76,12
Saturday,April,24,2021,6:00 am — 12:00 pm,1619244000000.0,10.564,Sunny.,15.0,30.35,62,6
Saturday,April,24,2021,12:00 pm — 6:00 pm,1619265600000.0,14.914,Sunny.,16.0,30.32,39,12
Saturday,April,24,2021,6:00 pm — 12:00 am,1619287200000.0,12.428,Clear.,15.0,30.32,52,6
Sunday,April,25,2021,12:00 am — 6:00 am,1619308800000.0,9.943,Clear.,5.999999999999998,30.36,80,12
Sunday,April,25,2021,6:00 am — 12:00 pm,1619330400000.0,15.535,Scattered clouds.,10.0,30.39,67,6
Sunday,April,25,2021,12:00 pm — 6:00 pm,1619352000000.0,16.157,Passing clouds.,14.000000000000002,30.34,45,12
Sunday,April,25,2021,6:00 pm — 12:00 am,1619373600000.0,16.157,Passing clouds.,13.0,30.3,55,6
Monday,April,26,2021,12:00 am — 6:00 am,1619395200000.0,12.428,Passing clouds.,5.0,30.27,67,12
Monday,April,26,2021,6:00 am — 12:00 pm,1619416800000.0,12.428,Scattered clouds.,9.000000000000002,30.22,58,6
Monday,April,26,2021,12:00 pm — 6:00 pm,1619438400000.0,10.564,Sunny.,13.0,30.1,43,12
